CodProvincia;Provincia;CodMunicipio;Municipio;Poblacion;Recaudación
9;Burgos;387;Torregalindo;133;422
9;Burgos;388;Torrelara;32;368
9;Burgos;389;Torrepadre;78;328
9;Burgos;390;Torresandino;724;340
9;Burgos;391;Tórtoles de Esgueva;509;139
9;Burgos;392;Tosantos;53;474
9;Burgos;394;Trespaderne;1025;292
9;Burgos;395;Tubilla del Agua;169;71
9;Burgos;396;Tubilla del Lago;172;393
9;Burgos;398;Úrbel del Castillo;92;72
9;Burgos;400;Vadocondes;388;232
9;Burgos;403;Valdeande;107;37
9;Burgos;405;Valdezate;153;195
9;Burgos;406;Valdorros;312;224
9;Burgos;407;Valmala;31;467
9;Burgos;408;Vallarta de Bureba;46;352
9;Burgos;409;Valle de Manzanedo;152;151
9;Burgos;410;Valle de Mena;3931;220
9;Burgos;411;Valle de Oca;177;360
9;Burgos;412;Valle de Tobalina;1017;62
9;Burgos;413;Valle de Valdebezana;550;167
9;Burgos;414;Valle de Valdelaguna;199;17
9;Burgos;415;Valle de Valdelucio;347;120
9;Burgos;416;Valle de Zamanzas;76;312
9;Burgos;417;Vallejera;40;326
9;Burgos;418;Valles de Palenzuela;80;190
9;Burgos;419;Valluércanes;79;51
9;Burgos;421;Vid y Barrios, La;280;438
9;Burgos;422;Vid de Bureba, La;23;443
9;Burgos;423;Vileña;34;15
9;Burgos;424;Viloria de Rioja;49;35
9;Burgos;425;Vilviestre del Pinar;656;402
9;Burgos;427;Villadiego;1694;424
9;Burgos;428;Villaescusa de Roa;129;144
9;Burgos;429;Villaescusa la Sombría;70;355
9;Burgos;430;Villaespasa;17;50
9;Burgos;431;Villafranca Montes de Oca;132;344
9;Burgos;432;Villafruela;224;566
9;Burgos;433;Villagalijo;68;404
9;Burgos;434;Villagonzalo Pedernales;1676;536
9;Burgos;437;Villahoz;351;131
9;Burgos;438;Villalba de Duero;678;467
9;Burgos;439;Villalbilla de Burgos;1190;103
9;Burgos;440;Villalbilla de Gumiel;105;64
9;Burgos;441;Villaldemiro;76;68
9;Burgos;442;Villalmanzo;443;480
9;Burgos;443;Villamayor de los Montes;226;578
9;Burgos;444;Villamayor de Treviño;84;412
9;Burgos;445;Villambistia;46;584
9;Burgos;446;Villamedianilla;10;336
9;Burgos;447;Villamiel de la Sierra;37;380
9;Burgos;448;Villangómez;255;164
9;Burgos;449;Villanueva de Argaño;111;135
9;Burgos;450;Villanueva de Carazo;32;151
9;Burgos;451;Villanueva de Gumiel;298;322
9;Burgos;454;Villanueva de Teba;46;226
9;Burgos;455;Villaquirán de la Puebla;49;277
9;Burgos;456;Villaquirán de los Infantes;151;442
9;Burgos;458;Villariezo;569;162
9;Burgos;460;Villasandino;213;124
9;Burgos;463;Villasur de Herreros;285;95
9;Burgos;464;Villatuelda;50;238
9;Burgos;466;Villaverde del Monte;148;480
9;Burgos;467;Villaverde-Mogina;78;166
9;Burgos;471;Villayerno Morquillas;218;381
9;Burgos;472;Villazopeque;60;348
9;Burgos;473;Villegas;101;325
9;Burgos;476;Villoruebo;71;498
9;Burgos;478;Vizcaínos;53;269
9;Burgos;480;Zael;115;540
9;Burgos;482;Zarzosa de Río Pisuerga;34;173
9;Burgos;483;Zazuar;256;352
9;Burgos;485;Zuñeda;61;128
9;Burgos;901;Quintanilla del Agua y Tordueles;504;268
9;Burgos;902;Valle de Santibáñez;544;426
9;Burgos;903;Villarcayo de Merindad de Castilla la Vieja;4791;56
9;Burgos;904;Valle de las Navas;588;95
9;Burgos;905;Valle de Sedano;487;217
9;Burgos;906;Merindad de Río Ubierna;1411;65
9;Burgos;907;Alfoz de Quintanadueñas;1994;417
9;Burgos;908;Valle de Losa;565;600
10;Cáceres;1;Abadía;330;481
10;Cáceres;2;Abertura;432;295
10;Cáceres;3;Acebo;648;366
10;Cáceres;4;Acehúche;846;471
10;Cáceres;5;Aceituna;626;58
10;Cáceres;6;Ahigal;1462;449
10;Cáceres;7;Albalá;773;18
10;Cáceres;8;Alcántara;1619;494
10;Cáceres;9;Alcollarín;249;484
10;Cáceres;10;Alcuéscar;2904;569
10;Cáceres;11;Aldeacentenera;710;142
10;Cáceres;12;Aldea del Cano;701;271
10;Cáceres;13;Aldea del Obispo, La;337;395
10;Cáceres;14;Aldeanueva de la Vera;2190;470
10;Cáceres;15;Aldeanueva del Camino;799;536
10;Cáceres;16;Aldehuela de Jerte;380;117
10;Cáceres;17;Alía;964;399
10;Cáceres;18;Aliseda;2013;546
10;Cáceres;19;Almaraz;1558;128
10;Cáceres;20;Almoharín;1966;566
10;Cáceres;21;Arroyo de la Luz;6292;351
10;Cáceres;22;Arroyomolinos de la Vera;490;99
10;Cáceres;23;Arroyomolinos;948;133
10;Cáceres;24;Baños de Montemayor;766;207
10;Cáceres;25;Barrado;451;342
10;Cáceres;26;Belvís de Monroy;641;322
10;Cáceres;27;Benquerencia;86;595
10;Cáceres;28;Berrocalejo;140;572
10;Cáceres;29;Berzocana;493;286
10;Cáceres;30;Bohonal de Ibor;559;46
10;Cáceres;31;Botija;212;420
10;Cáceres;32;Brozas;2046;202
10;Cáceres;33;Cabañas del Castillo;474;208
10;Cáceres;34;Cabezabellosa;397;184
10;Cáceres;35;Cabezuela del Valle;2443;291
10;Cáceres;36;Cabrero;371;11
10;Cáceres;37;Cáceres;95668;416
10;Cáceres;38;Cachorrilla;102;562
10;Cáceres;39;Cadalso;484;150
10;Cáceres;40;Calzadilla;493;472
10;Cáceres;41;Caminomorisco;1211;234
10;Cáceres;42;Campillo de Deleitosa;68;546
10;Cáceres;43;Campo Lugar;982;386
10;Cáceres;44;Cañamero;1716;337
10;Cáceres;45;Cañaveral;1189;19
10;Cáceres;46;Carbajo;226;557
10;Cáceres;47;Carcaboso;1137;526
10;Cáceres;48;Carrascalejo;311;390
10;Cáceres;49;Casar de Cáceres;4796;497
10;Cáceres;50;Casar de Palomero;1419;61
10;Cáceres;51;Casares de las Hurdes;489;439
10;Cáceres;52;Casas de Don Antonio;205;518
10;Cáceres;53;Casas de Don Gómez;332;332
10;Cáceres;54;Casas del Castañar;620;578
10;Cáceres;55;Casas del Monte;817;192
10;Cáceres;56;Casas de Millán;674;196
10;Cáceres;57;Casas de Miravete;172;30
10;Cáceres;58;Casatejada;1453;420
10;Cáceres;59;Casillas de Coria;441;536
10;Cáceres;60;Castañar de Ibor;1175;215
10;Cáceres;61;Ceclavín;2026;568
10;Cáceres;62;Cedillo;497;365
10;Cáceres;63;Cerezo;185;290
10;Cáceres;64;Cilleros;1793;192
10;Cáceres;65;Collado;164;43
10;Cáceres;66;Conquista de la Sierra;207;496
10;Cáceres;67;Coria;13101;294
10;Cáceres;68;Cuacos de Yuste;894;469
10;Cáceres;69;Cumbre, La;933;432
10;Cáceres;70;Deleitosa;799;248
10;Cáceres;71;Descargamaría;175;233
10;Cáceres;72;Eljas;980;335
10;Cáceres;73;Escurial;876;236
10;Cáceres;75;Fresnedoso de Ibor;318;580
10;Cáceres;76;Galisteo;1046;256
10;Cáceres;77;Garciaz;817;232
10;Cáceres;78;Garganta, La;477;302
10;Cáceres;79;Garganta la Olla;1009;178
10;Cáceres;80;Gargantilla;426;464
10;Cáceres;81;Gargüera;119;171
10;Cáceres;82;Garrovillas de Alconétar;2246;240
10;Cáceres;83;Garvín;110;428
10;Cáceres;84;Gata;1639;59
10;Cáceres;85;Gordo, El;395;60
10;Cáceres;86;Granja, La;361;490
10;Cáceres;87;Guadalupe;1999;304
10;Cáceres;88;Guijo de Coria;252;432
10;Cáceres;89;Guijo de Galisteo;1631;531
10;Cáceres;90;Guijo de Granadilla;607;15
10;Cáceres;91;Guijo de Santa Bárbara;433;459
10;Cáceres;92;Herguijuela;362;72
10;Cáceres;93;Hernán-Pérez;496;293
10;Cáceres;94;Herrera de Alcántara;292;300
10;Cáceres;95;Herreruela;365;106
10;Cáceres;96;Hervás;4190;257
10;Cáceres;97;Higuera;110;309
10;Cáceres;98;Hinojal;443;205
10;Cáceres;99;Holguera;742;437
10;Cáceres;100;Hoyos;930;358
10;Cáceres;101;Huélaga;211;585
10;Cáceres;102;Ibahernando;524;523
10;Cáceres;103;Jaraicejo;551;588
10;Cáceres;104;Jaraíz de la Vera;6727;332
10;Cáceres;105;Jarandilla de la Vera;3070;94
10;Cáceres;106;Jarilla;155;86
10;Cáceres;107;Jerte;1329;225
10;Cáceres;108;Ladrillar;204;91
10;Cáceres;109;Logrosán;2089;55
10;Cáceres;110;Losar de la Vera;2841;453
10;Cáceres;111;Madrigal de la Vera;1801;569
10;Cáceres;112;Madrigalejo;1870;297
10;Cáceres;113;Madroñera;2901;585
10;Cáceres;114;Majadas;1352;201
10;Cáceres;115;Malpartida de Cáceres;4456;188
10;Cáceres;116;Malpartida de Plasencia;4782;310
10;Cáceres;117;Marchagaz;238;520
10;Cáceres;118;Mata de Alcántara;328;138
10;Cáceres;119;Membrío;738;425
10;Cáceres;120;Mesas de Ibor;177;485
10;Cáceres;121;Miajadas;10150;563
10;Cáceres;122;Millanes;271;213
10;Cáceres;123;Mirabel;702;464
10;Cáceres;124;Mohedas de Granadilla;953;439
10;Cáceres;125;Monroy;1094;327
10;Cáceres;126;Montánchez;1936;83
10;Cáceres;127;Montehermoso;5884;427
10;Cáceres;128;Moraleja;7130;558
10;Cáceres;129;Morcillo;415;378
10;Cáceres;130;Navaconcejo;1975;355
10;Cáceres;131;Navalmoral de la Mata;17401;338
10;Cáceres;132;Navalvillar de Ibor;469;498
10;Cáceres;133;Navas del Madroño;1412;121
10;Cáceres;134;Navezuelas;668;131
10;Cáceres;135;Nuñomoral;1411;140
10;Cáceres;136;Oliva de Plasencia;304;267
10;Cáceres;137;Palomero;412;339
10;Cáceres;138;Pasarón de la Vera;663;502
10;Cáceres;139;Pedroso de Acim;110;10
10;Cáceres;140;Peraleda de la Mata;1434;334
10;Cáceres;141;Peraleda de San Román;322;327
10;Cáceres;142;Perales del Puerto;966;62
10;Cáceres;143;Pescueza;173;161
10;Cáceres;144;Pesga, La;1121;67
10;Cáceres;145;Piedras Albas;177;511
10;Cáceres;146;Pinofranqueado;1670;444
10;Cáceres;147;Piornal;1550;221
10;Cáceres;148;Plasencia;41002;174
10;Cáceres;149;Plasenzuela;500;206
10;Cáceres;150;Portaje;401;221
10;Cáceres;151;Portezuelo;264;153
10;Cáceres;152;Pozuelo de Zarzón;552;584
10;Cáceres;153;Puerto de Santa Cruz;385;444
10;Cáceres;154;Rebollar;224;569
10;Cáceres;155;Riolobos;1349;555
10;Cáceres;156;Robledillo de Gata;116;42
10;Cáceres;157;Robledillo de la Vera;318;149
10;Cáceres;158;Robledillo de Trujillo;414;487
10;Cáceres;159;Robledollano;361;578
10;Cáceres;160;Romangordo;261;524
10;Cáceres;161;Ruanes;71;395
10;Cáceres;162;Salorino;661;264
10;Cáceres;163;Salvatierra de Santiago;304;278
10;Cáceres;164;San Martín de Trevejo;895;195
10;Cáceres;165;Santa Ana;282;439
10;Cáceres;166;Santa Cruz de la Sierra;313;107
10;Cáceres;167;Santa Cruz de Paniagua;291;499
10;Cáceres;168;Santa Marta de Magasca;306;454
10;Cáceres;169;Santiago de Alcántara;615;272
10;Cáceres;170;Santiago del Campo;288;407
10;Cáceres;171;Santibáñez el Alto;405;516
10;Cáceres;172;Santibáñez el Bajo;797;196
10;Cáceres;173;Saucedilla;857;402
10;Cáceres;174;Segura de Toro;191;105
10;Cáceres;175;Serradilla;1684;424
10;Cáceres;176;Serrejón;449;498
10;Cáceres;177;Sierra de Fuentes;2056;226
10;Cáceres;178;Talaván;906;226
10;Cáceres;179;Talaveruela de la Vera;395;81
10;Cáceres;180;Talayuela;9269;521
10;Cáceres;181;Tejeda de Tiétar;873;592
10;Cáceres;182;Toril;183;196
10;Cáceres;183;Tornavacas;1181;193
10;Cáceres;184;Torno, El;953;258
10;Cáceres;185;Torrecilla de los Ángeles;682;84
10;Cáceres;186;Torrecillas de la Tiesa;1187;555
10;Cáceres;187;Torre de Don Miguel;539;132
10;Cáceres;188;Torre de Santa María;622;22
10;Cáceres;189;Torrejoncillo;3195;40
10;Cáceres;190;Torrejón el Rubio;577;438
10;Cáceres;191;Torremenga;652;343
10;Cáceres;192;Torremocha;950;218
10;Cáceres;193;Torreorgaz;1742;141
10;Cáceres;194;Torrequemada;614;444
10;Cáceres;195;Trujillo;9646;547
10;Cáceres;196;Valdastillas;361;22
10;Cáceres;197;Valdecañas de Tajo;136;98
10;Cáceres;198;Valdefuentes;1362;145
10;Cáceres;199;Valdehúncar;200;183
10;Cáceres;200;Valdelacasa de Tajo;468;217
10;Cáceres;201;Valdemorales;227;151
10;Cáceres;202;Valdeobispo;743;15
10;Cáceres;203;Valencia de Alcántara;6032;588
10;Cáceres;204;Valverde de la Vera;554;304
10;Cáceres;205;Valverde del Fresno;2454;314
10;Cáceres;206;Viandar de la Vera;268;593
10;Cáceres;207;Villa del Campo;538;470
10;Cáceres;208;Villa del Rey;141;287
10;Cáceres;209;Villamesías;278;550
10;Cáceres;210;Villamiel;640;49
10;Cáceres;211;Villanueva de la Sierra;466;551
10;Cáceres;212;Villanueva de la Vera;2147;493
10;Cáceres;213;Villar del Pedroso;655;331
10;Cáceres;214;Villar de Plasencia;236;552
10;Cáceres;215;Villasbuenas de Gata;436;49
10;Cáceres;216;Zarza de Granadilla;1850;284
10;Cáceres;217;Zarza de Montánchez;596;551
10;Cáceres;218;Zarza la Mayor;1409;394
10;Cáceres;219;Zorita;1586;226
10;Cáceres;901;Rosalejo;1283;504
10;Cáceres;902;Vegaviana;854;115
10;Cáceres;903;Alagón del Río;841;42
11;Cádiz;1;Alcalá de los Gazules;5500;165
11;Cádiz;2;Alcalá del Valle;5262;336
11;Cádiz;3;Algar;1467;269
11;Cádiz;4;Algeciras;116917;495
11;Cádiz;5;Algodonales;5768;70
11;Cádiz;6;Arcos de la Frontera;31417;12
11;Cádiz;7;Barbate;22885;226
11;Cádiz;8;Barrios, Los;23141;485
11;Cádiz;9;Benaocaz;740;519
11;Cádiz;10;Bornos;8096;33
11;Cádiz;11;Bosque, El;2070;485
11;Cádiz;12;Cádiz;123948;400
11;Cádiz;13;Castellar de la Frontera;3202;370
11;Cádiz;14;Conil de la Frontera;21927;424
11;Cádiz;15;Chiclana de la Frontera;81113;317
11;Cádiz;16;Chipiona;18849;361
11;Cádiz;17;Espera;3951;579
11;Cádiz;18;Gastor, El;1858;170
11;Cádiz;19;Grazalema;2181;303
11;Cádiz;20;Jerez de la Frontera;211900;316
11;Cádiz;21;Jimena de la Frontera;10480;330
11;Cádiz;22;Línea de la Concepción, La;64704;48
11;Cádiz;23;Medina-Sidonia;11863;505
11;Cádiz;24;Olvera;8494;511
11;Cádiz;25;Paterna de Rivera;5662;265
11;Cádiz;26;Prado del Rey;5918;344
11;Cádiz;27;Puerto de Santa María, El;89068;341
11;Cádiz;28;Puerto Real;41364;73
11;Cádiz;29;Puerto Serrano;7196;486
11;Cádiz;30;Rota;29094;283
11;Cádiz;31;San Fernando;96772;317
11;Cádiz;32;Sanlúcar de Barrameda;67308;53
11;Cádiz;33;San Roque;30516;557
11;Cádiz;34;Setenil de las Bodegas;2927;428
11;Cádiz;35;Tarifa;17962;194
11;Cádiz;36;Torre Alháquime;809;59
11;Cádiz;37;Trebujena;7091;38
11;Cádiz;38;Ubrique;16859;228
11;Cádiz;39;Vejer de la Frontera;12857;301
11;Cádiz;40;Villaluenga del Rosario;471;214
11;Cádiz;41;Villamartín;12394;328
11;Cádiz;42;Zahara;1511;114
11;Cádiz;901;Benalup-Casas Viejas;7205;30
11;Cádiz;902;San José del Valle;4447;287
12;Castellón/Castelló;1;Atzeneta del Maestrat;1342;209
12;Castellón/Castelló;2;Aín;140;177
12;Castellón/Castelló;3;Albocàsser;1422;270
12;Castellón/Castelló;4;Alcalà de Xivert;8218;347
12;Castellón/Castelló;5;Alcora, l';10821;551
12;Castellón/Castelló;6;Alcudia de Veo;221;504
12;Castellón/Castelló;7;Alfondeguilla;872;100
12;Castellón/Castelló;8;Algimia de Almonacid;312;469
12;Castellón/Castelló;9;Almazora/Almassora;26137;224
12;Castellón/Castelló;10;Almedíjar;297;567
12;Castellón/Castelló;11;Almenara;6112;383
12;Castellón/Castelló;12;Altura;3866;63
12;Castellón/Castelló;13;Arañuel;196;298
12;Castellón/Castelló;14;Ares del Maestrat;215;428
12;Castellón/Castelló;15;Argelita;100;31
12;Castellón/Castelló;16;Artana;1974;573
12;Castellón/Castelló;17;Ayódar;206;360
12;Castellón/Castelló;18;Azuébar;359;342
12;Castellón/Castelló;20;Barracas;201;561
12;Castellón/Castelló;21;Betxí;5815;142
12;Castellón/Castelló;22;Bejís;415;67
12;Castellón/Castelló;24;Benafer;173;66
12;Castellón/Castelló;25;Benafigos;165;570
12;Castellón/Castelló;26;Benasal;1226;257
12;Castellón/Castelló;27;Benicarló;26677;301
12;Castellón/Castelló;28;Benicasim/Benicàssim;18753;178
12;Castellón/Castelló;29;Benlloch;1185;590
12;Castellón/Castelló;31;Borriol;5231;347
12;Castellón/Castelló;32;Borriana/Burriana;35598;444
12;Castellón/Castelló;33;Cabanes;2971;324
12;Castellón/Castelló;34;Càlig;2231;460
12;Castellón/Castelló;36;Canet lo Roig;836;253
12;Castellón/Castelló;37;Castell de Cabres;17;256
12;Castellón/Castelló;38;Castellfort;238;67
12;Castellón/Castelló;39;Castellnovo;1050;294
12;Castellón/Castelló;40;Castellón de la Plana/Castelló de la Plana;180204;365
12;Castellón/Castelló;41;Castillo de Villamalefa;112;18
12;Castellón/Castelló;42;Catí;841;121
12;Castellón/Castelló;43;Caudiel;739;263
12;Castellón/Castelló;44;Cervera del Maestre;716;516
12;Castellón/Castelló;45;Cinctorres;484;569
12;Castellón/Castelló;46;Cirat;247;488
12;Castellón/Castelló;48;Cortes de Arenoso;352;296
12;Castellón/Castelló;49;Costur;587;478
12;Castellón/Castelló;50;Coves de Vinromà, les;2009;238
12;Castellón/Castelló;51;Culla;601;180
12;Castellón/Castelló;52;Chert/Xert;873;188
12;Castellón/Castelló;53;Chilches/Xilxes;2875;546
12;Castellón/Castelló;55;Chodos/Xodos;127;395
12;Castellón/Castelló;56;Chóvar;355;406
12;Castellón/Castelló;57;Eslida;928;92
12;Castellón/Castelló;58;Espadilla;116;536
12;Castellón/Castelló;59;Fanzara;351;34
12;Castellón/Castelló;60;Figueroles;574;240
12;Castellón/Castelló;61;Forcall;522;388
12;Castellón/Castelló;63;Fuente la Reina;57;53
12;Castellón/Castelló;64;Fuentes de Ayódar;149;365
12;Castellón/Castelló;65;Gaibiel;195;395
12;Castellón/Castelló;67;Geldo;687;240
12;Castellón/Castelló;68;Herbés;56;130
12;Castellón/Castelló;69;Higueras;57;29
12;Castellón/Castelló;70;Jana, la;757;324
12;Castellón/Castelló;71;Jérica;1656;20
12;Castellón/Castelló;72;Lucena del Cid;1484;242
12;Castellón/Castelló;73;Ludiente;192;499
12;Castellón/Castelló;74;Llosa, la;955;81
12;Castellón/Castelló;75;Mata de Morella, la;211;413
12;Castellón/Castelló;76;Matet;107;318
12;Castellón/Castelló;77;Moncofa;6475;574
12;Castellón/Castelló;78;Montán;415;110
12;Castellón/Castelló;79;Montanejos;620;538
12;Castellón/Castelló;80;Morella;2739;325
12;Castellón/Castelló;81;Navajas;833;489
12;Castellón/Castelló;82;Nules;13636;375
12;Castellón/Castelló;83;Olocau del Rey;135;449
12;Castellón/Castelló;84;Onda;25571;490
12;Castellón/Castelló;85;Oropesa del Mar/Orpesa;9898;135
12;Castellón/Castelló;87;Palanques;31;473
12;Castellón/Castelló;88;Pavías;59;463
12;Castellón/Castelló;89;Peníscola/Peñíscola;8214;465
12;Castellón/Castelló;90;Pina de Montalgrao;149;590
12;Castellón/Castelló;91;Portell de Morella;234;269
12;Castellón/Castelló;92;Puebla de Arenoso;174;172
12;Castellón/Castelló;93;Pobla de Benifassà, la;290;276
12;Castellón/Castelló;94;Pobla Tornesa, la;1166;99
12;Castellón/Castelló;95;Ribesalbes;1317;50
12;Castellón/Castelló;96;Rossell;1160;91
12;Castellón/Castelló;97;Sacañet;77;361
12;Castellón/Castelló;98;Salzadella, la;850;63
12;Castellón/Castelló;99;Sant Jordi/San Jorge;1126;583
12;Castellón/Castelló;100;Sant Mateu;2112;94
12;Castellón/Castelló;101;San Rafael del Río;556;132
12;Castellón/Castelló;102;Santa Magdalena de Pulpis;876;230
12;Castellón/Castelló;103;Sarratella;101;476
12;Castellón/Castelló;104;Segorbe;9291;502
12;Castellón/Castelló;105;Sierra Engarcerán;1066;354
12;Castellón/Castelló;106;Soneja;1525;230
12;Castellón/Castelló;107;Sot de Ferrer;447;568
12;Castellón/Castelló;108;Sueras/Suera;650;435
12;Castellón/Castelló;109;Tales;902;554
12;Castellón/Castelló;110;Teresa;275;563
12;Castellón/Castelló;111;Tírig;550;550
12;Castellón/Castelló;112;Todolella;148;74
12;Castellón/Castelló;113;Toga;140;419
12;Castellón/Castelló;114;Torás;258;200
12;Castellón/Castelló;115;Toro, El;280;443
12;Castellón/Castelló;116;Torralba del Pinar;56;79
12;Castellón/Castelló;117;Torreblanca;5737;68
12;Castellón/Castelló;118;Torrechiva;96;251
12;Castellón/Castelló;119;Torre d'En Besora, la;179;470
12;Castellón/Castelló;120;Torre d'en Doménec, la;241;52
12;Castellón/Castelló;121;Traiguera;1654;72
12;Castellón/Castelló;122;Useras/Useres, les;1017;133
12;Castellón/Castelló;123;Vallat;73;289
12;Castellón/Castelló;124;Vall d'Alba;3036;332
12;Castellón/Castelló;125;Vall de Almonacid;273;78
12;Castellón/Castelló;126;Vall d'Uixó, la;32782;312
12;Castellón/Castelló;127;Vallibona;100;206
12;Castellón/Castelló;128;Vilafamés;1935;170
12;Castellón/Castelló;129;Villafranca del Cid/Vilafranca;2494;289
12;Castellón/Castelló;130;Villahermosa del Río;506;90
12;Castellón/Castelló;131;Villamalur;92;32
12;Castellón/Castelló;132;Vilanova d'Alcolea;688;346
12;Castellón/Castelló;133;Villanueva de Viver;77;172
12;Castellón/Castelló;134;Vilar de Canes;187;422
12;Castellón/Castelló;135;Vila-real;51357;586
12;Castellón/Castelló;136;Vilavella, la;3281;373
12;Castellón/Castelló;137;Villores;48;369
12;Castellón/Castelló;138;Vinaròs;28615;384
12;Castellón/Castelló;139;Vistabella del Maestrazgo;419;108
12;Castellón/Castelló;140;Viver;1666;272
12;Castellón/Castelló;141;Zorita del Maestrazgo;146;481
12;Castellón/Castelló;142;Zucaina;187;272
12;Castellón/Castelló;901;Alquerías del Niño Perdido;4509;191
12;Castellón/Castelló;902;Sant Joan de Moró;2999;380
13;Ciudad Real;1;Abenójar;1579;574
13;Ciudad Real;2;Agudo;1854;453
13;Ciudad Real;3;Alamillo;517;101
13;Ciudad Real;4;Albaladejo;1483;209
13;Ciudad Real;5;Alcázar de San Juan;31992;264
13;Ciudad Real;6;Alcoba;727;68
13;Ciudad Real;7;Alcolea de Calatrava;1593;531
13;Ciudad Real;8;Alcubillas;562;237
13;Ciudad Real;9;Aldea del Rey;1944;290
13;Ciudad Real;10;Alhambra;1097;539
13;Ciudad Real;11;Almadén;6034;238
13;Ciudad Real;12;Almadenejos;500;43
13;Ciudad Real;13;Almagro;9132;560
13;Ciudad Real;14;Almedina;652;87
13;Ciudad Real;15;Almodóvar del Campo;6685;580
13;Ciudad Real;16;Almuradiel;892;124
13;Ciudad Real;17;Anchuras;349;138
13;Ciudad Real;18;Arenas de San Juan;1091;428
13;Ciudad Real;19;Argamasilla de Alba;7376;148
13;Ciudad Real;20;Argamasilla de Calatrava;6018;440
13;Ciudad Real;21;Arroba de los Montes;505;215
13;Ciudad Real;22;Ballesteros de Calatrava;455;180
13;Ciudad Real;23;Bolaños de Calatrava;12233;68
13;Ciudad Real;24;Brazatortas;1106;554
13;Ciudad Real;25;Cabezarados;352;527
13;Ciudad Real;26;Cabezarrubias del Puerto;559;193
13;Ciudad Real;27;Calzada de Calatrava;4392;554
13;Ciudad Real;28;Campo de Criptana;14820;436
13;Ciudad Real;29;Cañada de Calatrava;118;264
13;Ciudad Real;30;Caracuel de Calatrava;167;565
13;Ciudad Real;31;Carrión de Calatrava;3021;569
13;Ciudad Real;32;Carrizosa;1430;412
13;Ciudad Real;33;Castellar de Santiago;2191;521
13;Ciudad Real;34;Ciudad Real;74921;380
13;Ciudad Real;35;Corral de Calatrava;1150;335
13;Ciudad Real;36;Cortijos, Los;981;448
13;Ciudad Real;37;Cózar;1183;390
13;Ciudad Real;38;Chillón;2042;62
13;Ciudad Real;39;Daimiel;18698;174
13;Ciudad Real;40;Fernán Caballero;1121;322
13;Ciudad Real;41;Fontanarejo;309;230
13;Ciudad Real;42;Fuencaliente;1111;428
13;Ciudad Real;43;Fuenllana;279;142
13;Ciudad Real;44;Fuente el Fresno;3627;27
13;Ciudad Real;45;Granátula de Calatrava;865;11
13;Ciudad Real;46;Guadalmez;906;490
13;Ciudad Real;47;Herencia;9067;94
13;Ciudad Real;48;Hinojosas de Calatrava;527;588
13;Ciudad Real;49;Horcajo de los Montes;1006;349
13;Ciudad Real;50;Labores, Las;651;179
13;Ciudad Real;51;Luciana;410;134
13;Ciudad Real;52;Malagón;8734;406
13;Ciudad Real;53;Manzanares;19237;91
13;Ciudad Real;54;Membrilla;6335;362
13;Ciudad Real;55;Mestanza;812;384
13;Ciudad Real;56;Miguelturra;14727;305
13;Ciudad Real;57;Montiel;1540;561
13;Ciudad Real;58;Moral de Calatrava;5665;254
13;Ciudad Real;59;Navalpino;260;95
13;Ciudad Real;60;Navas de Estena;328;368
13;Ciudad Real;61;Pedro Muñoz;8659;146
13;Ciudad Real;62;Picón;702;534
13;Ciudad Real;63;Piedrabuena;4770;535
13;Ciudad Real;64;Poblete;2056;500
13;Ciudad Real;65;Porzuna;4091;429
13;Ciudad Real;66;Pozuelo de Calatrava;3363;79
13;Ciudad Real;67;Pozuelos de Calatrava, Los;452;209
13;Ciudad Real;68;Puebla de Don Rodrigo;1237;572
13;Ciudad Real;69;Puebla del Príncipe;790;404
13;Ciudad Real;70;Puerto Lápice;1019;62
13;Ciudad Real;71;Puertollano;51997;587
13;Ciudad Real;72;Retuerta del Bullaque;1096;397
13;Ciudad Real;73;Saceruela;620;42
13;Ciudad Real;74;San Carlos del Valle;1208;315
13;Ciudad Real;75;San Lorenzo de Calatrava;235;350
13;Ciudad Real;76;Santa Cruz de los Cáñamos;593;219
13;Ciudad Real;77;Santa Cruz de Mudela;4568;426
13;Ciudad Real;78;Socuéllamos;13792;357
13;Ciudad Real;79;Solana, La;16201;344
13;Ciudad Real;80;Solana del Pino;405;300
13;Ciudad Real;81;Terrinches;883;463
13;Ciudad Real;82;Tomelloso;39093;543
13;Ciudad Real;83;Torralba de Calatrava;3179;341
13;Ciudad Real;84;Torre de Juan Abad;1196;527
13;Ciudad Real;85;Torrenueva;2972;14
13;Ciudad Real;86;Valdemanco del Esteras;223;410
13;Ciudad Real;87;Valdepeñas;31212;581
13;Ciudad Real;88;Valenzuela de Calatrava;752;442
13;Ciudad Real;89;Villahermosa;2180;126
13;Ciudad Real;90;Villamanrique;1370;52
13;Ciudad Real;91;Villamayor de Calatrava;636;290
13;Ciudad Real;92;Villanueva de la Fuente;2430;574
13;Ciudad Real;93;Villanueva de los Infantes;5727;15
13;Ciudad Real;94;Villanueva de San Carlos;356;171
13;Ciudad Real;95;Villar del Pozo;94;557
13;Ciudad Real;96;Villarrubia de los Ojos;11116;587
13;Ciudad Real;97;Villarta de San Juan;3066;165
13;Ciudad Real;98;Viso del Marqués;2721;110
13;Ciudad Real;901;Robledo, El;1281;468
13;Ciudad Real;902;Ruidera;587;73
13;Ciudad Real;903;Arenales de San Gregorio;700;448
13;Ciudad Real;904;Llanos del Caudillo;704;121
